256 10.94 512.68
256 12.38 302.47
256 12.52 365.25
1024 41.44 1204.84
1024 41.91 1231.47
1024 46.07 1323.98
4096 285.49 5906.88
4096 289.85 5650.38
4096 291.19 5686.80
16384 1235.37 27975.54
16384 1287.35 26950.06
16384 1343.92 28118.69
65536 8768.44 130798.15
65536 8924.52 129802.28
65536 9105.25 131901.56
131072 20888.95 280252.20
131072 24361.97 282896.11
131072 24760.86 286453.78
